"annotation_id","annotator","comment","created_at","id","lead_time","rating","sentiment","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки" 
346,"1","одну звезду сняла за то,что отличается цвет плитки)","2025-05-10T19:54:09.313272Z",3903374,7.809,4,"Вопрос решен","2025-05-10T19:54:09.313272Z","","","","",""
347,"1","спасибо! быстро и оперативно","2025-05-10T19:54:16.950825Z",3903406,6.102,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T19:54:16.950825Z","","","","",""
348,"1","Горячая вода появилась.
","2025-05-10T19:54:22.399369Z",3903436,3.995,5,"Вопрос решен","2025-05-10T19:54:22.399369Z","","","","",""
349,"1","Оперативно, спасибо
","2025-05-10T19:54:36.494433Z",3903453,12.103,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T19:54:36.494433Z","","","","",""
350,"1","Спасибо за оперативность ","2025-05-10T19:54:43.509395Z",3903479,5.757,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T19:54:43.509395Z","","","","",""
351,"1","Спасибо за оперативность ","2025-05-10T19:54:50.293887Z",3903480,5.483,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T19:54:50.293887Z","","","","",""
352,"1","Спасибо большое за оперативность 🙌🏻🌸","2025-05-10T19:54:58.170356Z",3903556,5.802,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T19:54:58.170356Z","","","","",""
353,"1","Вот теперь молодцы ","2025-05-10T19:55:03.399295Z",3903607,4.366,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T19:55:03.399295Z","","","","",""
354,"1","все отлично бистро устранили мастер хороши","2025-05-10T19:55:10.001852Z",3903626,5.621,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T19:55:10.001852Z","","","","",""
355,"1","спасибо, проблема была решена","2025-05-10T19:55:34.878914Z",3903666,24.011,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T19:55:34.878914Z","","","","",""
356,"1","спасибо за оперативность и грамотный, развёрнутый ответ) 
","2025-05-10T19:56:27.092726Z",3903709,38.516,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}","2025-05-10T19:56:27.092726Z","","","","",""
357,"1","Спасибо большое! Заявка выполнена быстро и качественно!","2025-05-10T19:57:01.347565Z",3903741,32.982,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T19:57:01.347565Z","","","","",""
358,"1","Огромное спасибо ","2025-05-10T19:57:04.351952Z",3903798,2.03,5,"Вопрос решен","2025-05-10T19:57:04.351952Z","","","","",""
359,"1","Супер!!!","2025-05-10T19:57:07.203214Z",3903951,1.798,5,"Вопрос решен","2025-05-10T19:57:07.203214Z","","","","",""
360,"1","Выполнено быстро и качественно!","2025-05-10T19:58:08.991037Z",3903997,58.693,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T19:58:08.991037Z","","","","",""
361,"1","Всё  понятно объяснили.","2025-05-10T19:58:16.852768Z",3904073,7.284,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}","2025-05-10T19:58:16.852768Z","","","","",""
362,"1","Большое спасибо Василию за проделанную работу!","2025-05-10T19:58:24.763457Z",3904265,6.997,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T19:58:24.763457Z","","","","",""
363,"1","Благодарю, помогли, а то до Вас никто не мог решить эту проблему, еще раз спасибо)","2025-05-10T19:58:37.159393Z",3904421,11.324,5,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T19:58:37.159393Z","","","","",""
364,"1","Очень оперативно менеджер связался, ответил на вопросы и отправил необходимые документы. Благодарю!","2025-05-10T19:58:43.895088Z",3904489,5.931,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}","2025-05-10T19:58:43.895088Z","","","","",""
365,"1","быстро отреагировали, запустили","2025-05-10T19:58:55.245750Z",3904503,8.29,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T19:58:55.245750Z","","","","",""
366,"1","Спасибо. Оперативно приняли заявку и отремонтировали.Лифт работает исправно.","2025-05-10T19:59:08.952412Z",3904606,11.886,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T19:59:08.952412Z","","","","",""
367,"1","Оперативно и надежно)","2025-05-10T19:59:16.266571Z",3904693,6.131,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T19:59:16.266571Z","","","","",""
368,"1","Отлично","2025-05-10T19:59:18.638130Z",3904810,1.472,5,"Вопрос решен","2025-05-10T19:59:18.638130Z","","","","",""
369,"1","Спасибо! Услуга оказана очень оперативно, удобный формат. Заказала ключ на выходных, в понедельник все было готово. Сотрудники вежливые и внимательные👍","2025-05-10T19:59:27.403306Z",3904847,6.044,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T19:59:27.403306Z","","","","",""
370,"1","Все супер, Очень оперативно и профессионально, Спасибо ","2025-05-10T19:59:31.529552Z",3904911,3.342,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T19:59:31.529552Z","","","","",""
371,"1","Спасибо большое ","2025-05-10T19:59:34.208305Z",3904952,1.917,5,"Вопрос решен","2025-05-10T19:59:34.208305Z","","","","",""
372,"1","Всё быстро и качественно!👍","2025-05-10T19:59:37.999374Z",3905059,4.091,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T19:59:39.746812Z","","","","",""
373,"1","Тот кто  выполнял заявку, чудо! Оперативно выполнили. Спасибо 👍🏻","2025-05-10T19:59:45.598353Z",3905086,4.877,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T19:59:45.598353Z","","","","",""
374,"1","спасибо,жду бумажные платежные поручения со следующего месяца ","2025-05-10T20:00:19.142348Z",3905337,32.076,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:00:19.142348Z","","","","",""
375,"1","спасибо большое ","2025-05-10T20:00:23.073970Z",3905514,2.943,5,"Вопрос решен","2025-05-10T20:00:23.073970Z","","","","",""
376,"1","лучший мастер на свете, нужно ему выдать премию ","2025-05-10T20:00:30.148840Z",3905720,5.634,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:00:30.148840Z","","","","",""
377,"1","работает! Спасибо","2025-05-10T20:00:34.679443Z",3905785,1.865,5,"Вопрос решен","2025-05-10T20:00:34.679443Z","","","","",""
378,"1","Спасибо электрику, оперативно пришёл! ","2025-05-10T20:00:47.511150Z",3905786,11.915,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:00:47.511150Z","","","","",""
379,"1","спасибо","2025-05-10T20:00:53.333029Z",3905829,2.077,5,"Вопрос решен","2025-05-10T20:00:53.333029Z","","","","",""
380,"1","все отлично! ","2025-05-10T20:00:56.972497Z",3905983,1.736,5,"Вопрос решен","2025-05-10T20:00:56.972497Z","","","","",""
381,"1","Быстро ","2025-05-10T20:01:01.045900Z",3906025,2.689,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:01:01.045900Z","","","","",""
382,"1","Хотелось, что бы каждый месяц присылали квитанцию на почту или в приложении","2025-05-10T20:01:29.076808Z",3906032,26.903,5,"Вопрос решен","2025-05-10T20:01:29.076808Z","","","","",""
383,"1","Большое спасибо электрику! Ситуация была не из простых, но он обнаружил проблему и смог ее решить ","2025-05-10T20:02:16.769985Z",3906048,46.201,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:02:16.769985Z","","","","",""
384,"1","Сантехник молодец! Устранил утечку воды выше по этажу и в нас перестала течь вода. 
Молодец! 
","2025-05-10T20:03:33.944035Z",3906126,76.055,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:03:33.944035Z","","","","",""
385,"1","благодарю","2025-05-10T20:03:38.415215Z",3906279,2.408,5,"Вопрос решен","2025-05-10T20:03:38.415215Z","","","","",""
386,"1","спасибо большое за работу и оперативность","2025-05-10T20:03:57.144936Z",3906380,13.862,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:03:57.144936Z","","","","",""
387,"1","жалко, что при оплате счетов через банк, в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты","2025-05-10T20:04:11.456334Z",3906407,11.63,4,"Вопрос решен","2025-05-10T20:04:11.456334Z","","","","",""
388,"1","Благодарю ","2025-05-10T20:04:13.709467Z",3906425,1.414,5,"Вопрос решен","2025-05-10T20:04:13.709467Z","","","","",""
389,"1","Все быстро и качественно ","2025-05-10T20:04:32.185735Z",3906535,16.994,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:04:32.185735Z","","","","",""
390,"1","спасибо большое, жаль, что там уже опять намусорили(","2025-05-10T20:05:00.112597Z",3906752,26.794,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:05:00.112597Z","","","","",""
391,"1","спасибо ","2025-05-10T20:05:05.738645Z",3906774,2.866,5,"Вопрос решен","2025-05-10T20:05:05.738645Z","","","","",""
392,"1","спасибо, теперь она закрывается ","2025-05-10T20:05:10.638352Z",3906789,3.83,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:05:10.638352Z","","","","",""
393,"1","спасибо ","2025-05-10T20:05:19.486406Z",3906906,7.853,5,"Вопрос решен","2025-05-10T20:05:19.486406Z","","","","",""
394,"1","Можно было и сразу заявку выполнить. Не забываете что по периметру несколько контейнеров для пакетов. Пакеты кончаются быстро, значит хозяева убирают за собаками. ","2025-05-10T20:06:01.465264Z",3906922,39.861,3,"Вопрос решен","2025-05-10T20:06:01.465264Z","","","","",""
395,"1","Спасибо большое за оперативность,мир и процветание вашей компании Самолет!","2025-05-10T20:06:26.873790Z",3906976,21.409,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:06:26.873790Z","","","","",""
396,"1","Выше похвал.. ","2025-05-10T20:06:44.751591Z",3907117,15.927,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:06:44.751591Z","","","","",""
397,"1","Спасибо ","2025-05-10T20:06:47.628008Z",3907127,1.928,5,"Вопрос решен","2025-05-10T20:06:47.628008Z","","","","",""
398,"1","Спасибо за оперативность! ","2025-05-10T20:06:50.645636Z",3907130,2.16,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:06:50.645636Z","","","","",""
399,"1","Благодарю за оперативность.","2025-05-10T20:07:03.343242Z",3907258,11.806,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:07:03.343242Z","","","","",""
400,"1","Спасибо..","2025-05-10T20:07:08.345876Z",3907305,2.648,5,"Вопрос решен","2025-05-10T20:07:08.346878Z","","","","",""
401,"1","спасибо","2025-05-10T20:07:11.192071Z",3907354,1.846,5,"Вопрос решен","2025-05-10T20:07:11.192071Z","","","","",""
402,"1","спасибо","2025-05-10T20:07:14.036531Z",3907357,1.702,5,"Вопрос решен","2025-05-10T20:07:14.036531Z","","","","",""
403,"1","очень вежливая и грамотная сотрудница, побольше бы таких!","2025-05-10T20:07:22.123059Z",3907364,6.362,5,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T20:07:22.123059Z","","","","",""
404,"1","спасибо. прошу загружать квитанции в личный кабинет без дополнительных запросов.","2025-05-10T20:07:39.262917Z",3907480,9.203,5,"Вопрос решен","2025-05-10T20:07:39.262917Z","","","","",""
405,"1","все прекрасно","2025-05-10T20:07:46.044992Z",3907589,5.905,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T20:07:46.044992Z","","","","",""
406,"1","спасибо! ","2025-05-10T20:07:48.418729Z",3907664,1.57,5,"Вопрос решен","2025-05-10T20:07:48.418729Z","","","","",""
407,"1","спасибо","2025-05-10T20:07:50.258332Z",3907669,1.139,5,"Вопрос решен","2025-05-10T20:07:50.258332Z","","","","",""
408,"1","все быстро и качественно, большое спасибо!","2025-05-10T20:07:54.979922Z",3907672,3.876,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:07:54.979922Z","","","","",""
409,"1","Спасибо ","2025-05-10T20:08:10.233011Z",3907737,2.602,5,"Вопрос решен","2025-05-10T20:08:10.233011Z","","","","",""
410,"1","Консультация была проведена профессионально. Спасибо за разъяснения и рекомендации","2025-05-10T20:08:41.605913Z",3907792,30.064,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:08:41.605913Z","","","","",""
411,"1","Спасибо большое, что починили дверь. Зашла без проблем. Дверь работает отлично. ","2025-05-10T20:08:49.037122Z",3907928,6.509,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:08:49.037122Z","","","","",""
412,"1","Спасибо за оперативность. ","2025-05-10T20:08:53.949637Z",3907943,4.047,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:08:53.949637Z","","","","",""
413,"1","спасибо за обратную связь,надеюсь в приложении информация обновиться,что оплата прошла.


","2025-05-10T20:09:09.699177Z",3908490,13.516,4,"Вопрос решен","2025-05-10T20:09:09.699177Z","","","","",""
414,"1","спасибо","2025-05-10T20:09:13.024972Z",3908568,1.987,5,"Вопрос решен","2025-05-10T20:09:13.024972Z","","","","",""
415,"1","спасибо за четкость и быстроту!","2025-05-10T20:09:28.174126Z",3908579,13.951,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:09:28.174126Z","","","","",""
416,"1","Консультация и настройка прибора выполнена очень быстро, качественно и профессионально, спасибо! ","2025-05-10T20:09:47.807122Z",3908590,17.555,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:09:47.807122Z","","","","",""
417,"1","Спасибо","2025-05-10T20:09:52.140730Z",3908733,1.3,5,"Вопрос решен","2025-05-10T20:09:52.140730Z","","","","",""
418,"1","мастер выполнил работу быстро и чисто, все отлично","2025-05-10T20:10:01.849444Z",3908772,8.556,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:10:01.849444Z","","","","",""
419,"1","Самая лучшая УК . Спасибо большое за помощь. За быструю работу и мгновенную выполнения!!!!","2025-05-10T20:10:48.616430Z",3908843,45.864,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:10:48.616430Z","","","","",""
420,"1","спасибо","2025-05-10T20:10:52.188345Z",3908847,2.076,5,"Вопрос решен","2025-05-10T20:10:52.188345Z","","","","",""
421,"1","Очень быстро👍","2025-05-10T20:10:55.628972Z",3908929,2.014,5,"Вопрос решен","2025-05-10T20:10:55.628972Z","","","","",""
422,"1","быстро","2025-05-10T20:10:59.202835Z",3909050,2.222,5,"Вопрос решен","2025-05-10T20:10:59.202835Z","","","","",""
423,"1","спасибо за оперативный ответ😊👍","2025-05-10T20:11:27.795099Z",3909086,27.306,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:11:27.795099Z","","","","",""
424,"1","Спасибо! ","2025-05-10T20:11:30.139422Z",3909115,1.508,5,"Вопрос решен","2025-05-10T20:11:30.139422Z","","","","",""
425,"1","очень удобно получать электронную квитанцию.  Давно пора. ","2025-05-10T20:11:48.314182Z",3909146,16.989,5,"Вопрос решен","2025-05-10T20:11:48.314182Z","","","","",""
426,"1","Оперативно выполнили заявку. Спасибо","2025-05-10T20:12:28.735642Z",3909271,39.389,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:12:28.735642Z","","","","",""
427,"1","спасибо специалисту. ","2025-05-10T20:12:54.619456Z",3909398,23.653,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T20:12:54.619456Z","","","","",""
428,"1","Жалко, что заранее не предупреждаете, что есть тех проблемы сейчас, как нам узнать - в новости можно написать такое. И нет такого раздела про формирование квитанций в заявках в УК, не сразу поняла, где написать ","2025-05-10T20:13:17.470639Z",3909430,21.801,4,"Вопрос решен","2025-05-10T20:13:17.470639Z","","","","",""
429,"1","Огромнейшее спасибо за оперативность❤️","2025-05-10T20:13:44.610848Z",3909441,9.468,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:13:44.610848Z","","","","",""
430,"1","Спасибо огромнейшее за оперативность ❤️","2025-05-10T20:13:51.739838Z",3909442,4.323,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:13:51.739838Z","","","","",""
431,"1","Благодарю за работу!","2025-05-10T20:13:55.131309Z",3909517,1.896,5,"Вопрос решен","2025-05-10T20:13:55.131309Z","","","","",""
432,"1","Все решили! Перезвонили . Спасибо ","2025-05-10T20:13:59.130521Z",3909595,3.267,5,"Вопрос решен","2025-05-10T20:13:59.130521Z","","","","",""
433,"1","спасибо ","2025-05-10T20:14:01.609029Z",3909630,1.694,5,"Вопрос решен","2025-05-10T20:14:01.609029Z","","","","",""
434,"1","Очень быстро все сделали!!!!","2025-05-10T20:14:08.131892Z",3909682,5.585,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:14:08.131892Z","","","","",""
435,"1","Огромное Спасибо.","2025-05-10T20:14:25.573195Z",3909709,14.178,5,"Вопрос решен","2025-05-10T20:14:25.573195Z","","","","",""
436,"1","Все отлично.  Жаль что для сотрудников компании на данные услуги не действуют скидки.","2025-05-10T20:14:35.988340Z",3909787,9.147,5,"Вопрос решен","2025-05-10T20:14:35.988340Z","","","","",""
437,"1","очень быстро","2025-05-10T20:14:40.236857Z",3909810,2.586,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:14:40.236857Z","","","","",""
438,"1","Очень приятный менеджер консультант , которая всё правильно и подробно объясняет.","2025-05-10T20:15:38.831734Z",3909863,57.013,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:15:38.831734Z","","","","",""
439,"1","Спасибо !!!!все супер ","2025-05-10T20:16:58.161327Z",3909888,72.66,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:16:58.161327Z","","","","",""
440,"1","спасибо большое! ","2025-05-10T20:17:02.130424Z",3909979,2.663,5,"Вопрос решен","2025-05-10T20:17:02.130424Z","","","","",""
441,"1","Специалист пришёл очень быстро, все быстро исправил. Спасибо. ","2025-05-10T20:17:06.880662Z",3910052,3.86,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:17:06.880662Z","","","","",""
442,"1","всё супер, вопрос решён быстро)","2025-05-10T20:17:11.623769Z",3910060,3.847,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:17:11.623769Z","","","","",""
443,"1","Очень надеюсь что квитанция будет дублироваться и в приложении. А так оперативно и быстро поступила. ","2025-05-10T20:17:32.744895Z",3910089,19.992,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:17:32.744895Z","","","","",""
444,"1","спасибо большое за быстрое реагирование. ","2025-05-10T20:18:06.710769Z",3910166,32.927,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:18:06.710769Z","","","","",""
445,"1","спасибо","2025-05-10T20:18:10.225569Z",3910192,2.397,5,"Вопрос решен","2025-05-10T20:18:10.225569Z","","","","",""
446,"1","спасибо девочкам операторам!","2025-05-10T20:18:16.048232Z",3910233,4.828,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:18:16.048232Z","","","","",""
447,"1","спасибо ","2025-05-10T20:18:18.472458Z",3910243,1.518,5,"Вопрос решен","2025-05-10T20:18:18.472458Z","","","","",""
448,"1","Благодарю!","2025-05-10T20:18:30.853263Z",3910252,11.434,5,"Вопрос решен","2025-05-10T20:18:30.853263Z","","","","",""
449,"1","Менеджер Елизавета  очень быстро решила мой вопрос, спасибо!","2025-05-10T20:18:48.891955Z",3910259,17.028,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:18:48.891955Z","","","","",""
450,"1","спасибо, но придумайте, пожалуйста, способ как этого избежать на будущее. ","2025-05-10T20:18:56.369056Z",3910269,4.437,5,"Вопрос решен","2025-05-10T20:18:56.370080Z","","","","",""
451,"1","Спасибо за работу, выполнена качественно и в срок","2025-05-10T20:19:05.202363Z",3910346,7.87,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:19:05.202363Z","","","","",""
452,"1","Спасибо !!","2025-05-10T20:19:08.129251Z",3910395,1.9,5,"Вопрос решен","2025-05-10T20:19:08.129251Z","","","","",""
453,"1","Прям молодцы! Порадовали) все четко) ","2025-05-10T20:20:08.964287Z",3910406,59.683,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:20:08.964287Z","","","","",""
454,"1","Алексей профессионал в своем деле! Быстро нашел проблему и устранил ее. Огромное ему спасибо!","2025-05-10T20:20:17.292101Z",3910434,7.323,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:20:17.292101Z","","","","",""
455,"1","Да, подтверждаю ! Вчера вечером обнаружила что устранено. Спасибо","2025-05-10T20:20:56.771602Z",3910685,37.534,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:20:56.771602Z","","","","",""
456,"1","вопрос решён ","2025-05-10T20:21:03.626997Z",3910836,4.09,5,"Вопрос решен","2025-05-10T20:21:03.626997Z","","","","",""
457,"1","Спасибо за помощь
","2025-05-10T20:21:19.767136Z",3910841,15.121,5,"Вопрос решен","2025-05-10T20:21:19.767136Z","","","","",""
458,"1","Спасибо за помощь
","2025-05-10T20:21:25.970235Z",3910865,4.851,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:21:28.249376Z","","","","",""
459,"1","Спасибо! Очень быстро сработали!","2025-05-10T20:21:32.793661Z",3910908,3.702,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:21:32.793661Z","","","","",""
460,"1","Добрый день. Спасибо за разъяснение. Всего вам хорошего.","2025-05-10T20:23:47.370607Z",3910977,133.472,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:23:47.370607Z","","","","",""
461,"1","спасибо! ","2025-05-10T20:23:51.238286Z",3911003,2.733,5,"Вопрос решен","2025-05-10T20:23:51.238286Z","","","","",""
462,"1","спасибо 
","2025-05-10T20:23:54.213266Z",3911008,1.563,5,"Вопрос решен","2025-05-10T20:23:54.213266Z","","","","",""
463,"1","молодец электрик оперативно решил проблему ","2025-05-10T20:24:00.863024Z",3911065,5.42,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:24:00.863024Z","","","","",""
464,"1","Быстро и аккуратно!Благодарю!","2025-05-10T20:24:07.169235Z",3911104,4.763,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:24:07.169235Z","","","","",""
465,"1","спасибо большое! пусть убирают часто.... ","2025-05-10T20:24:24.482717Z",3911134,16.42,5,"Вопрос решен","2025-05-10T20:24:24.482717Z","","","","",""
466,"1","очень оперативно!","2025-05-10T20:24:29.996414Z",3911142,3.938,5,"Вопрос решен","2025-05-10T20:24:29.996414Z","","","","",""
467,"1","Спасибо за оперативность ","2025-05-10T20:24:37.163702Z",3911154,6.154,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:24:37.163702Z","","","","",""
468,"1","все вежливо и информативно ❤️","2025-05-10T20:24:41.879383Z",3911182,3.57,5,"Вопрос решен","2025-05-10T20:24:41.879383Z","","","","",""
469,"1"," Спасибо вам за заботу о нас и нашем здоровье.Экология -это замечательно","2025-05-10T20:24:52.233463Z",3911339,9.289,5,"Вопрос решен","2025-05-10T20:24:52.233463Z","","","","",""
470,"1","работа сотрудника офиса УК Евгении на 10+","2025-05-10T20:24:58.959235Z",3911355,5.77,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:24:58.959235Z","","","","",""
471,"1","Спасибо.","2025-05-10T20:25:03.799396Z",3911416,3.161,5,"Вопрос решен","2025-05-10T20:25:03.799396Z","","","","",""
472,"1","спасибо за работу все быстро и качественно. ","2025-05-10T20:25:16.174383Z",3911421,11.375,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T20:25:16.174383Z","","","","",""
473,"1","Спасибо ","2025-05-10T20:25:20.025860Z",3911509,1.843,5,"Вопрос решен","2025-05-10T20:25:20.025860Z","","","","",""
474,"1","Спасибо большое! Проблема была решена очень быстро!","2025-05-10T20:25:28.754005Z",3911514,7.809,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T20:25:28.754005Z","","","","",""
475,"1","Все отлично ","2025-05-10T20:25:32.784536Z",3911533,2.705,5,"Вопрос решен","2025-05-10T20:25:32.784536Z","","","","",""
